;solvent_names;solvent_class;base_names;base_class;temperature;ligand;Pd source;yield;article;reaction_smiles;boronate;bromide;condition_string
1433;N,N-dimethyl-formamide,,water;polar;potassium phosphate;phosphate;120;PPh3;Pd[P(Ph)3]4;27.0;"Article; Ren, Feng; Deng, Guanghui; Wang, Hailong; Luan, Linbo; Meng, Qinghua; Xu, Qiongfeng; Xu, Heng; Xu, Xuesong; Zhang, Haibo; Zhao, Baowei; Li, Chengyong; Guo, Taylor B.; Yang, Jiansong; Zhang, Wei; Zhao, Yonggang; Jia, Qiantao; Lu, Hongtao; Xiang, Jia-Ning; Elliott, John D.; Lin, Xichen; Journal of Medicinal Chemistry; vol. 55; 9; (2012); p. 4286 - 4296;";CC(C)OC1=C(Cl)C=C(C=C1)C1=NC(Br)=NS1.CCC1=C(C=NC=C1Br)B(O)O>>CCC1=C(C=NC=C1Br)C1=NSC(=N1)C1=CC(Cl)=C(OC(C)C)C=C1;CCC1=C(C=NC=C1Br)B(O)O;CC(C)OC1=C(Cl)C=C(C=C1)C1=NC(Br)=NS1;DMF:water,,K3PO4,,PPh3
1434;N,N-dimethyl-formamide,,water;polar;potassium phosphate;phosphate;120;PPh3;Pd[P(Ph)3]4;26.0;"Article; Ren, Feng; Deng, Guanghui; Wang, Hailong; Luan, Linbo; Meng, Qinghua; Xu, Qiongfeng; Xu, Heng; Xu, Xuesong; Zhang, Haibo; Zhao, Baowei; Li, Chengyong; Guo, Taylor B.; Yang, Jiansong; Zhang, Wei; Zhao, Yonggang; Jia, Qiantao; Lu, Hongtao; Xiang, Jia-Ning; Elliott, John D.; Lin, Xichen; Journal of Medicinal Chemistry; vol. 55; 9; (2012); p. 4286 - 4296;";CC(C)OC1=CC=C(C=C1C(F)(F)F)C1=NC(Br)=NS1.CCC1=C(C=NC=C1Br)B(O)O>>CCC1=C(C=NC=C1Br)C1=NSC(=N1)C1=CC(=C(OC(C)C)C=C1)C(F)(F)F;CCC1=C(C=NC=C1Br)B(O)O;CC(C)OC1=CC=C(C=C1C(F)(F)F)C1=NC(Br)=NS1;DMF:water,,K3PO4,,PPh3
1468;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;110;PPh3;Pd[P(Ph)3]2Cl2;26.0;"Article; Takada, Hiroyuki; Kaieda, Akira; Tawada, Michiko; Nagino, Tomoko; Sasa, Katsunori; Oikawa, Tatsuo; Oki, Akiko; Sameshima, Tomoya; Miyamoto, Kazumasa; Miyamoto, Makoto; Kokubu, Yuko; Tozawa, Ryuichi; Sakurai, Hidetoshi; Saito, Bunnai; Journal of Medicinal Chemistry; vol. 62; 20; (2019); p. 9175 - 9187;";OB(O)C1=CC=CS1.CC1=C(Br)C=C2N=C(CCC3=CC=C(F)C=C3)NC2=N1>>CC1=C(C=C2N=C(CCC3=CC=C(F)C=C3)NC2=N1)C1=CC=CS1;OB(O)C1=CC=CS1;CC1=C(Br)C=C2N=C(CCC3=CC=C(F)C=C3)NC2=N1;1,4-dioxane:water,,Na2CO3,,PPh3
1476;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;110;PPh3;Pd[P(Ph)3]4;18.0;"Article; Innocenti, Paolo; Cheung, Kwai-Ming J.; Solanki, Savade; Mas-Droux, Corine; Rowan, Fiona; Yeoh, Sharon; Boxall, Kathy; Westlake, Maura; Pickard, Lisa; Hardy, Tara; Baxter, Joanne E.; Aherne, G. Wynne; Bayliss, Richard; Fry, Andrew M.; Hoelder, Swen; Journal of Medicinal Chemistry; vol. 55; 7; (2012); p. 3228 - 3241;";OB(O)C1=CC=CS1.COC(=O)C1=C(OC)C=C(C=C1)C1=CC(Br)=CN=C1N>>COC(=O)C1=C(OC)C=C(C=C1)C1=CC(=CN=C1N)C1=CC=CS1;OB(O)C1=CC=CS1;COC(=O)C1=C(OC)C=C(C=C1)C1=CC(Br)=CN=C1N;DMF:water,,Na2CO3,,PPh3
1492;1,4-dioxane,,water;waterEther;potassium phosphate;phosphate;100;P(cychex)3;Pd2(dba)3;22.0;"Article; Thomann, Andreas; Brengel, Christian; Boerger, Carsten; Kail, Dagmar; Steinbach, Anke; Empting, Martin; Hartmann, Rolf W.; ChemMedChem; vol. 11; 22; (2016); p. 2522 - 2533;";OB(O)C1=CSC=C1.CS(=O)(=O)C1=NC(Br)=CC=N1>>CS(=O)(=O)C1=NC=CC(=N1)C1=CSC=C1;OB(O)C1=CSC=C1;CS(=O)(=O)C1=NC(Br)=CC=N1;1,4-dioxane:water,,K3PO4,,Pcy3
1505;1,4-dioxane,,water;waterEther;potassium phosphate;phosphate;80;dppf;Pd(dppf)Cl2;19.0;"Article; Barton, Nick; Convery, Maire; Cooper, Anthony W. J.; Down, Kenneth; Hamblin, J. Nicole; Inglis, Graham; Peace, Simon; Rowedder, James; Rowland, Paul; Taylor, Jonathan A.; Wellaway, Natalie; Journal of Medicinal Chemistry; vol. 61; 24; (2018); p. 11061 - 11073;";CS(=O)(=O)NC1=CC(Br)=CN=C1Cl.OB(O)C1=CC2=CN=CC=C2C=C1>>CS(=O)(=O)NC1=CC(=CN=C1Cl)C1=CC2=C(C=CN=C2)C=C1;OB(O)C1=CC2=CN=CC=C2C=C1;CS(=O)(=O)NC1=CC(Br)=CN=C1Cl;1,4-dioxane:water,,K3PO4,,dppf
1513;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]4;10.0;"Article; Burzicki, Gregory; Voisin-Chiret, Anne Sophie; Santos, Jana Sopkova-De Oliveira; Rault, Sylvain; Synthesis; 16; (2010); p. 2804 - 2810;";BrC1=CN=C(C=C1)C1=CC=C(Br)N=C1.OB(O)C1=CN=C(Br)C=C1>>BrC1=CN=C(C=C1)C1=CC=C(N=C1)C1=CC=C(Br)N=C1;OB(O)C1=CN=C(Br)C=C1;BrC1=CN=C(C=C1)C1=CC=C(Br)N=C1;1,4-dioxane:water,,Na2CO3,,PPh3
1514;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]4;10.0;"Article; Burzicki, Gregory; Voisin-Chiret, Anne Sophie; Santos, Jana Sopkova-De Oliveira; Rault, Sylvain; Synthesis; 16; (2010); p. 2804 - 2810;";OB(O)C1=CN=C(Br)C=C1.BrC1=CC=C(C=N1)C1=NC=CC=C1>>BrC1=CC=C(C=N1)C1=CC=C(C=N1)C1=NC=CC=C1;OB(O)C1=CN=C(Br)C=C1;BrC1=CC=C(C=N1)C1=NC=CC=C1;1,4-dioxane:water,,Na2CO3,,PPh3
1516;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;110;PPh3;Pd[P(Ph)3]4;13.0;"Article; Innocenti, Paolo; Cheung, Kwai-Ming J.; Solanki, Savade; Mas-Droux, Corine; Rowan, Fiona; Yeoh, Sharon; Boxall, Kathy; Westlake, Maura; Pickard, Lisa; Hardy, Tara; Baxter, Joanne E.; Aherne, G. Wynne; Bayliss, Richard; Fry, Andrew M.; Hoelder, Swen; Journal of Medicinal Chemistry; vol. 55; 7; (2012); p. 3228 - 3241;";OB(O)C1=CC=CS1.COC(=O)C1=C(OC(C)C2=CC=CC=C2C(F)(F)F)C=C(C=C1)C1=CC(Br)=CN=C1N>>COC(=O)C1=C(OC(C)C2=CC=CC=C2C(F)(F)F)C=C(C=C1)C1=CC(=CN=C1N)C1=CC=CS1;OB(O)C1=CC=CS1;COC(=O)C1=C(OC(C)C2=CC=CC=C2C(F)(F)F)C=C(C=C1)C1=CC(Br)=CN=C1N;DMF:water,,Na2CO3,,PPh3
1518;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;140;PPh3;Pd[P(Ph)3]4;12.0;"Article; Hay, Duncan; Fedorov, Oleg; Filippakopoulos, Panagis; Martin, Sarah; Philpott, Martin; Picaud, Sarah; Hewings, David S.; Uttakar, Sagar; Heightman, Tom D.; Conway, Stuart J.; Knapp, Stefan; Brennan, Paul E.; MedChemComm; vol. 4; 1; (2013); p. 140 - 144;";CC1=NOC(C)=C1B(O)O.BrC1=CC=C2C=CNC2=C1>>CC1=C(C(C)=NO1)C1=CC2=C(C=CN2)C=C1;CC1=NOC(C)=C1B(O)O;BrC1=CC=C2C=CNC2=C1;DMF:water,,Na2CO3,,PPh3
1533;N,N-dimethyl-formamide,,water;polar;potassium phosphate;phosphate;80;PPh3;Pd[P(Ph)3]4;11.0;"Article; Kramer, Jan S.; Woltersdorf, Stefano; Duflot, Thomas; Hiesinger, Kerstin; Lillich, Felix F.; Knoell, Felix; Wittmann, Sandra K.; Klingler, Franca-M.; Brunst, Steffen; Chaikuad, Apirat; Morisseau, Christophe; Hammock, Bruce D.; Buccellati, Carola; Sala, Angelo; Rovati, G. Enrico; Leuillier, Matthieu; Fraineau, Sylvain; Rondeaux, Julie; Hernandez-Olmos, Victor; Heering, Jan; Merk, Daniel; Pogoryelov, Denys; Steinhilber, Dieter; Knapp, Stefan; Bellien, Jeremy; Proschak, Ewgenij; Journal of Medicinal Chemistry; vol. 62; 18; (2019); p. 8443 - 8460;";OC(=O)CCCC1=NC(=C(Br)O1)C1=CC=C(Cl)C(Cl)=C1.OB(O)C1=CC=CN=C1>>OC(=O)CCCC1=NC(=C(O1)C1=CC=CN=C1)C1=CC=C(Cl)C(Cl)=C1;OB(O)C1=CC=CN=C1;OC(=O)CCCC1=NC(=C(Br)O1)C1=CC=C(Cl)C(Cl)=C1;DMF:water,,K3PO4,,PPh3
1538;N,N-dimethyl-formamide,,water;polar;potassium phosphate;phosphate;80;PPh3;Pd[P(Ph)3]4;3.0;"Article; Kramer, Jan S.; Woltersdorf, Stefano; Duflot, Thomas; Hiesinger, Kerstin; Lillich, Felix F.; Knoell, Felix; Wittmann, Sandra K.; Klingler, Franca-M.; Brunst, Steffen; Chaikuad, Apirat; Morisseau, Christophe; Hammock, Bruce D.; Buccellati, Carola; Sala, Angelo; Rovati, G. Enrico; Leuillier, Matthieu; Fraineau, Sylvain; Rondeaux, Julie; Hernandez-Olmos, Victor; Heering, Jan; Merk, Daniel; Pogoryelov, Denys; Steinhilber, Dieter; Knapp, Stefan; Bellien, Jeremy; Proschak, Ewgenij; Journal of Medicinal Chemistry; vol. 62; 18; (2019); p. 8443 - 8460;";OC(=O)CCCC1=NC(=C(Br)O1)C1=CC=C(Cl)C(Cl)=C1.OB(O)C1=CC=NC=C1>>OC(=O)CCCC1=NC(=C(O1)C1=CC=NC=C1)C1=CC=C(Cl)C(Cl)=C1;OB(O)C1=CC=NC=C1;OC(=O)CCCC1=NC(=C(Br)O1)C1=CC=C(Cl)C(Cl)=C1;DMF:water,,K3PO4,,PPh3
1554;toluene,,water;polarAromatic;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]4;51.0;"Article; Polander, Lauren E.; Yella, Aswani; Curchod, Basile F. E.; Ashari Astani, Negar; Teuscher, Joel; Scopelliti, Rosario; Gao, Peng; Mathew, Simon; Moser, Jacques-E.; Tavernelli, Ivano; Rothlisberger, Ursula; Graetzel, Michael; Nazeeruddin, Md. Khaja; Frey, Julien; Angewandte Chemie - International Edition; vol. 52; 33; (2013); p. 8731 - 8735; Angew. Chem.; vol. 125; 33; (2013); p. 8893 - 8897,5;";BrC1=NC=CC=C1.COC1=CC=C(B(O)O)C(OC)=N1>>COC1=CC=C(C(OC)=N1)C1=NC=CC=C1;COC1=CC=C(B(O)O)C(OC)=N1;BrC1=NC=CC=C1;Toluene:water,,Na2CO3,,PPh3
1610;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;90;PPh3;Pd[P(Ph)3]4;37.0;"Article; Jin, Yafei; Huang, Xiaoqin; Papke, Roger L.; Jutkiewicz, Emily M.; Showalter, Hollis D.; Zhan, Chang-Guo; Bioorganic and Medicinal Chemistry Letters; vol. 27; 18; (2017); p. 4350 - 4353;";IC1=CC=CC=C1.OB(O)C1=C(F)N=CC(Br)=C1>>FC1=NC=C(Br)C=C1C1=CC=CC=C1;OB(O)C1=C(F)N=CC(Br)=C1;IC1=CC=CC=C1;1,4-dioxane:water,,Na2CO3,,PPh3
1611;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;120;PPh3;Pd[P(Ph)3]4;75.0;"Article; Wen, Wandong; Young, Summer E.; Duvernay, Matthew T.; Schulte, Michael L.; Nance, Kellie D.; Melancon, Bruce J.; Engers, Julie; Locuson, Charles W.; Wood, Michael R.; Daniels, J. Scott; Wu, Wenjun; Lindsley, Craig W.; Hamm, Heidi E.; Stauffer, Shaun R.; Bioorganic and Medicinal Chemistry Letters; vol. 24; 19; (2014); p. 4708 - 4713;";CCOC(=O)C1=C(Br)C2=CC=CC=C2N1.COC1=CC=C(C=N1)B(O)O>>CCOC(=O)C1=C(C2=C(N1)C=CC=C2)C1=CC=C(OC)N=C1;COC1=CC=C(C=N1)B(O)O;CCOC(=O)C1=C(Br)C2=CC=CC=C2N1;DMF:water,,Na2CO3,,PPh3
1628;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;120;PPh3;Pd[P(Ph)3]2Cl2;80.0;"Article; Li, Zhihong; Wang, Xianghong; Eksterowicz, John; Gribble, Michael W.; Alba, Grace Q.; Ayres, Merrill; Carlson, Timothy J.; Chen, Ada; Chen, Xiaoqi; Cho, Robert; Connors, Richard V.; Degraffenreid, Michael; Deignan, Jeffrey T.; Duquette, Jason; Fan, Pingchen; Fisher, Benjamin; Fu, Jiasheng; Huard, Justin N.; Kaizerman, Jacob; Keegan, Kathleen S.; Li, Cong; Li, Kexue; Li, Yunxiao; Liang, Lingming; Liu, Wen; Lively, Sarah E.; Lo, Mei-Chu; Ma, Ji; McMinn, Dustin L.; Mihalic, Jeffrey T.; Modi, Kriti; Ngo, Rachel; Pattabiraman, Kanaka; Piper, Derek E.; Queva, Christophe; Ragains, Mark L.; Suchomel, Julia; Thibault, Steve; Walker, Nigel; Wang, Xiaodong; Wang, Zhulun; Wanska, Malgorzata; Wehn, Paul M.; Weidner, Margaret F.; Zhang, Alex J.; Zhao, Xiaoning; Kamb, Alexander; Wickramasinghe, Dineli; Dai, Kang; McGee, Lawrence R.; Medina, Julio C.; Journal of Medicinal Chemistry; vol. 57; 8; (2014); p. 3430 - 3449;";NC1=NC=C(Br)C(NC2CCCC2)=N1.OB(O)C1=C(Cl)C=NC=C1>>NC1=NC=C(C(NC2CCCC2)=N1)C1=C(Cl)C=NC=C1;OB(O)C1=C(Cl)C=NC=C1;NC1=NC=C(Br)C(NC2CCCC2)=N1;1,4-dioxane:water,,Na2CO3,,PPh3
1644;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;120;PPh3;Pd[P(Ph)3]4;65.0;"Article; Di Francesco, M. Emilia; Avolio, Salvatore; Pompei, Marco; Pesci, Silvia; Monteagudo, Edith; Pucci, Vincenzo; Giuliano, Claudio; Fiore, Fabrizio; Rowley, Michael; Summa, Vincenzo; Bioorganic and Medicinal Chemistry; vol. 20; 15; (2012); p. 4801 - 4811;";C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1N1C=C(I)C2=C1N=CN=C2N.OB(O)C1=CC=NN1>>C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1N1C=C(C2=CC=NN2)C2=C(N)N=CN=C12;OB(O)C1=CC=NN1;C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1N1C=C(I)C2=C1N=CN=C2N;1,4-dioxane:water,,Na2CO3,,PPh3
1681;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]4;62.0;"Article; De Giorgi, Marcella; Voisin-Chiret, Anne Sophie; Sopkova-De Oliveira Santos, Jana; Corbo, Filomena; Franchini, Carlo; Rault, Sylvain; Tetrahedron; vol. 67; 34; (2011); p. 6145 - 6154;";BrC1=CC=CS1.OB(O)C1=CC=CN=C1>>S1C=CC=C1C1=CC=CN=C1;OB(O)C1=CC=CN=C1;BrC1=CC=CS1;1,4-dioxane:water,,Na2CO3,,PPh3
1695;toluene,,water;polarAromatic;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]4;49.0;"Article; Tan, Hua; Deng, Xianping; Yu, Junting; Zhao, Baofeng; Wang, Yafei; Liu, Yu; Zhu, Weiguo; Wu, Hongbin; Cao, Yong; Macromolecules; vol. 46; 1; (2013); p. 113 - 118;";CCCCC(CC)CN1C(=O)C2=C(N(CC(CC)CCCC)C(=O)C2=C1C1=CC=CS1)C1=CC=C(Br)S1.OB(O)C1=CC=C(S1)C=O>>CCCCC(CC)CN1C(=O)C2=C(N(CC(CC)CCCC)C(=O)C2=C1C1=CC=CS1)C1=CC=C(S1)C1=CC=C(S1)C=O;OB(O)C1=CC=C(S1)C=O;CCCCC(CC)CN1C(=O)C2=C(N(CC(CC)CCCC)C(=O)C2=C1C1=CC=CS1)C1=CC=C(Br)S1;Toluene:water,,Na2CO3,,PPh3
1716;1,4-dioxane,,water;waterEther;potassium phosphate;phosphate;100;P(cychex)3;Pd2(dba)3;76.0;"Article; Kudo, Noriaki; Perseghini, Mauro; Fu, Gregory C.; Angewandte Chemie - International Edition; vol. 45; 8; (2006); p. 1282 - 1284;";BrC1=CC2=CC=CC=C2N=C1.OB(O)C1=CC=CN=C1>>C1=CC2=C(C=C1)N=CC(=C2)C1=CN=CC=C1;OB(O)C1=CC=CN=C1;BrC1=CC2=CC=CC=C2N=C1;1,4-dioxane:water,,K3PO4,,Pcy3
1747;N,N-dimethyl-formamide,,water;polar;potassium phosphate;phosphate;80;PPh3;Pd[P(Ph)3]2Cl2;85.0;"Article; Suneel Kumar, Yadavalli; Nawaz Khan, Fazlur-Rahman; Chinese Chemical Letters; vol. 28; 7; (2017); p. 1607 - 1612;";COC(=O)C1=C(OS(=O)(=O)C2=CC=C(C)C=C2)C2=NC=CC=C2C(Br)=N1.OB(O)C1=CC2=C(O1)C=CC=C2>>COC(=O)C1=C(OS(=O)(=O)C2=CC=C(C)C=C2)C2=NC=CC=C2C(=N1)C1=CC2=C(O1)C=CC=C2;OB(O)C1=CC2=C(O1)C=CC=C2;COC(=O)C1=C(OS(=O)(=O)C2=CC=C(C)C=C2)C2=NC=CC=C2C(Br)=N1;DMF:water,,K3PO4,,PPh3
1748;N,N-dimethyl-formamide,,water;polar;potassium phosphate;phosphate;80;PPh3;Pd[P(Ph)3]2Cl2;87.0;"Article; Suneel Kumar, Yadavalli; Nawaz Khan, Fazlur-Rahman; Chinese Chemical Letters; vol. 28; 7; (2017); p. 1607 - 1612;";COC(=O)C1=C(OS(=O)(=O)C2=CC=C(C)C=C2)C2=NC=CC=C2C(Br)=N1.OB(O)C1=CC2=C(S1)C=CC=C2>>COC(=O)C1=C(OS(=O)(=O)C2=CC=C(C)C=C2)C2=C(C=CC=N2)C(=N1)C1=CC2=C(S1)C=CC=C2;OB(O)C1=CC2=C(S1)C=CC=C2;COC(=O)C1=C(OS(=O)(=O)C2=CC=C(C)C=C2)C2=NC=CC=C2C(Br)=N1;DMF:water,,K3PO4,,PPh3
1804;N,N-dimethyl-formamide,,water;polar;potassium phosphate;phosphate;80;PPh3;Pd[P(Ph)3]2Cl2;81.0;"Article; Suneel Kumar, Yadavalli; Nawaz Khan, Fazlur-Rahman; Chinese Chemical Letters; vol. 28; 7; (2017); p. 1607 - 1612;";COC(=O)C1=C(OS(=O)(=O)C2=CC=C(C)C=C2)C2=NC=CC=C2C(Br)=N1.COC1=C(C=CC=N1)B(O)O>>COC(=O)C1=C(OS(=O)(=O)C2=CC=C(C)C=C2)C2=C(C=CC=N2)C(=N1)C1=C(OC)N=CC=C1;COC1=C(C=CC=N1)B(O)O;COC(=O)C1=C(OS(=O)(=O)C2=CC=C(C)C=C2)C2=NC=CC=C2C(Br)=N1;DMF:water,,K3PO4,,PPh3
1826;1,4-dioxane,,water;waterEther;potassium phosphate;phosphate;100;P(cychex)3;Pd2(dba)3;29.0;"Article; Jung, Michael E.; Ku, Jin-Mo; Du, Liutao; Hu, Hailiang; Gatti, Richard A.; Bioorganic and Medicinal Chemistry Letters; vol. 21; 19; (2011); p. 5842 - 5848;";BrC1=NC=CC=C1.OB(O)C1=CC=C(O1)C=O>>O=CC1=CC=C(O1)C1=NC=CC=C1;OB(O)C1=CC=C(O1)C=O;BrC1=NC=CC=C1;1,4-dioxane:water,,K3PO4,,Pcy3
1840;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]4;92.0;"Article; De Giorgi, Marcella; Voisin-Chiret, Anne Sophie; Sopkova-De Oliveira Santos, Jana; Corbo, Filomena; Franchini, Carlo; Rault, Sylvain; Tetrahedron; vol. 67; 34; (2011); p. 6145 - 6154;";IC1=CC=CS1.OB(O)C1=CC(Br)=CN=C1>>BrC1=CC(=CN=C1)C1=CC=CS1;OB(O)C1=CC(Br)=CN=C1;IC1=CC=CS1;1,4-dioxane:water,,Na2CO3,,PPh3
1845;1,4-dioxane,,water;waterEther;potassium phosphate;phosphate;110;dppf;Pd(dppf)Cl2;41.0;"Article; Lu, Wenfeng; Geng, Delong; Sun, Zhijian; Yang, Zhaohui; Ma, Haikuo; Zheng, Jiyue; Zhang, Xiaohu; Bioorganic and Medicinal Chemistry Letters; vol. 24; 10; (2014); p. 2300 - 2304;";CC1=CC(C)=C(Br)N=C1.OB(O)C1=C(Cl)C=NC(Cl)=C1>>CC1=CN=C(C(C)=C1)C1=C(Cl)C=NC(Cl)=C1;OB(O)C1=C(Cl)C=NC(Cl)=C1;CC1=CC(C)=C(Br)N=C1;1,4-dioxane:water,,K3PO4,,dppf
1862;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;110;PPh3;Pd[P(Ph)3]4;95.0;"Article; Vichier-Guerre, Sophie; Dugue, Laurence; Pochet, Sylvie; Tetrahedron Letters; vol. 55; 46; (2014); p. 6347 - 6350;";IC1=CNC=N1.CC(C)(C)OC1=NC=C(B(O)O)C(OC(C)(C)C)=N1>>CC(C)(C)OC1=NC(OC(C)(C)C)=C(C=N1)C1=CNC=N1;CC(C)(C)OC1=NC=C(B(O)O)C(OC(C)(C)C)=N1;IC1=CNC=N1;DMF:water,,Na2CO3,,PPh3
1898;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;100;PPh3;Pd[P(Ph)3]4;87.0;"Article; Gavriil, Efthymios-Spyridon; Lougiakis, Nikolaos; Pouli, Nicole; Marakos, Panagiotis; Skaltsounis, Alexios-Leandros; Nam, Sangkil; Jove, Richard; Horne, David; Gioti, Katerina; Pratsinis, Harris; Kletsas, Dimitris; Tenta, Roxane; Medicinal Chemistry; vol. 13; 4; (2017); p. 365 - 374;";COC1=CC=C(CN2N=C(I)C3=C2C(Cl)=NC=C3)C=C1.OB(O)C1=CC=CN=C1>>COC1=CC=C(CN2N=C(C3=C2C(Cl)=NC=C3)C2=CC=CN=C2)C=C1;OB(O)C1=CC=CN=C1;COC1=CC=C(CN2N=C(I)C3=C2C(Cl)=NC=C3)C=C1;1,4-dioxane:water,,Na2CO3,,PPh3
1900;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;90;PPh3;Pd[P(Ph)3]4;93.0;"Article; Jin, Yafei; Huang, Xiaoqin; Papke, Roger L.; Jutkiewicz, Emily M.; Showalter, Hollis D.; Zhan, Chang-Guo; Bioorganic and Medicinal Chemistry Letters; vol. 27; 18; (2017); p. 4350 - 4353;";FC1=CC=C(C=C1)C1=CC(Br)=CN=C1F.OB(O)C1=CC=CN=C1>>FC1=CC=C(C=C1)C1=C(F)N=CC(=C1)C1=CC=CN=C1;OB(O)C1=CC=CN=C1;FC1=CC=C(C=C1)C1=CC(Br)=CN=C1F;1,4-dioxane:water,,Na2CO3,,PPh3
1931;toluene,,water;polarAromatic;potassium phosphate;phosphate;110;SPhos;palladium diacetate;88.0;"Article; Kuramoto, Kazuyuki; Sawada, Yuki; Ishibashi, Naoki; Yamada, Tomohiro; Nagashima, Takeyuki; Shin, Takashi; Chemical and Pharmaceutical Bulletin; vol. 68; 1; (2020); p. 77 - 90;";OB(O)C1=CC=C(N=C1)C(F)(F)F.COC1=C(C)C(COC2=NC(C)=C(Br)C=C2)=NC=C1C>>COC1=C(C)C(COC2=CC=C(C(C)=N2)C2=CC=C(N=C2)C(F)(F)F)=NC=C1C;OB(O)C1=CC=C(N=C1)C(F)(F)F;COC1=C(C)C(COC2=NC(C)=C(Br)C=C2)=NC=C1C;Toluene:water,,K3PO4,,SPhos
1932;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;100;PPh3;Pd[P(Ph)3]4;85.0;"Article; Kuramoto, Kazuyuki; Sawada, Yuki; Ishibashi, Naoki; Yamada, Tomohiro; Nagashima, Takeyuki; Shin, Takashi; Chemical and Pharmaceutical Bulletin; vol. 68; 1; (2020); p. 77 - 90;";COC1=C(C)C(COC2=CC=C(B(O)O)C(C)=N2)=NC=C1C.FC(F)(F)C1=CN=C(Br)C=C1>>COC1=C(C)C(COC2=CC=C(C(C)=N2)C2=NC=C(C=C2)C(F)(F)F)=NC=C1C;COC1=C(C)C(COC2=CC=C(B(O)O)C(C)=N2)=NC=C1C;FC(F)(F)C1=CN=C(Br)C=C1;1,4-dioxane:water,,Na2CO3,,PPh3
1933;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;100;PPh3;Pd[P(Ph)3]2Cl2;93.0;"Article; Visseq, Alexia; Descheemaeker, Amelie; Pinto-Pardo, Nicolas; Nauton, Lionel; Thery, Vincent; Giraud, Francis; Abrunhosa-Thomas, Isabelle; Artola, Alain; Anizon, Fabrice; Dallel, Radhouane; Moreau, Pascale; European Journal of Medicinal Chemistry; vol. 187; (2020);";BrC1=C(OCC2=CC=CC=C2)N=CC(NC2=CC=CC=C2)=C1.OB(O)C1=CC=NC=C1>>C(OC1=NC=C(NC2=CC=CC=C2)C=C1C1=CC=NC=C1)C1=CC=CC=C1;OB(O)C1=CC=NC=C1;BrC1=C(OCC2=CC=CC=C2)N=CC(NC2=CC=CC=C2)=C1;1,4-dioxane:water,,Na2CO3,,PPh3
1947;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]4;78.0;"Article; De Giorgi, Marcella; Voisin-Chiret, Anne Sophie; Sopkova-De Oliveira Santos, Jana; Corbo, Filomena; Franchini, Carlo; Rault, Sylvain; Tetrahedron; vol. 67; 34; (2011); p. 6145 - 6154;";IC1=CC=CS1.OB(O)C1=CC=CN=C1>>S1C=CC=C1C1=CC=CN=C1;OB(O)C1=CC=CN=C1;IC1=CC=CS1;1,4-dioxane:water,,Na2CO3,,PPh3
1950;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;110;PPh3;Pd[P(Ph)3]2Cl2;76.0;"Article; Xiao, Chuan; Sun, Chao; Han, Weiwei; Pan, Feng; Dan, Zhu; Li, Yu; Song, Zhi-Guang; Jin, Ying-Hua; Bioorganic and Medicinal Chemistry; vol. 19; 23; (2011); p. 7100 - 7110;";OB(O)C1=CC=CO1.NC1=NC=NC2=C1C(C#N)=C(Br)N2[C@H]1O[C@@H](COC(=O)C2=CC=CC=C2)[C@@H](OC(=O)C2=CC=CC=C2)[C@@H]1OC(=O)C1=CC=CC=C1>>NC1=C2C(=NC=N1)N([C@H]1O[C@@H](COC(=O)C3=CC=CC=C3)[C@@H](OC(=O)C3=CC=CC=C3)[C@@H]1OC(=O)C1=CC=CC=C1)C(C1=CC=CO1)=C2C#N;OB(O)C1=CC=CO1;NC1=NC=NC2=C1C(C#N)=C(Br)N2[C@H]1O[C@@H](COC(=O)C2=CC=CC=C2)[C@@H](OC(=O)C2=CC=CC=C2)[C@@H]1OC(=O)C1=CC=CC=C1;DMF:water,,Na2CO3,,PPh3
